,_c0,status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk,cluster
105,106,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,others,1393,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,guarantor,1 <= ... < 4 yrs,unknown / no property,31,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,2
106,107,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,retraining,1412,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,guarantor,1 <= ... < 4 yrs,unknown / no property,29,none,rent,2-3,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,2
107,108,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,furniture/equipment,1473,unknown/no savings account,< 1 yr,20 <= ... < 25,female : single,none,>= 7 yrs,unknown / no property,39,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
108,109,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,furniture/equipment,1533,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,38,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
109,110,... >= 200 DM / salary for at least 1 year,12,all credits at this bank paid back duly,repairs,2012,... >= 1000 DM,4 <= ... < 7 yrs,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,61,none,rent,1,skilled employee/official,0 to 2,no,no,good,0
110,111,no checking account,15,no credits taken/all credits paid back duly,others,3959,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,1 <= ... < 4 yrs,car or other,29,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,bad,2
111,112,no checking account,6,no credits taken/all credits paid back duly,car (used),428,unknown/no savings account,>= 7 yrs,25 <= ... < 35,female : non-single or male : single,none,< 1 yr,car or other,49,bank,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
112,113,... < 0 DM,12,all credits at this bank paid back duly,others,2366,100 <= ... <  500 DM,4 <= ... < 7 yrs,20 <= ... < 25,male : divorced/separated,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,0
113,114,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,car (used),763,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,< 1 yr,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,2
114,115,... < 0 DM,21,no credits taken/all credits paid back duly,car (used),3976,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,35,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,1
115,116,... < 0 DM,18,no credits taken/all credits paid back duly,others,6260,unknown/no savings account,4 <= ... < 7 yrs,20 <= ... < 25,male : married/widowed,none,4 <= ... < 7 yrs,unknown / no property,28,none,for free,1,unskilled - resident,0 to 2,no,no,good,1
116,117,... < 0 DM,9,all credits at this bank paid back duly,car (used),1919,unknown/no savings account,4 <= ... < 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,35,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good,2
117,118,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,car (new),2603,500 <= ... < 1000 DM,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,28,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good,1
118,119,... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,repairs,936,100 <= ... <  500 DM,>= 7 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,52,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,0
119,120,... >= 200 DM / salary for at least 1 year,24,no credits taken/all credits paid back duly,car (used),3062,100 <= ... <  500 DM,>= 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,real estate,32,none,for free,1,skilled employee/official,0 to 2,yes (under customer name),no,good,1
120,121,... < 0 DM,36,no credits taken/all credits paid back duly,furniture/equipment,4795,unknown/no savings account,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,real estate,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,1
121,122,... >= 200 DM / salary for at least 1 year,36,all credits at this bank paid back duly,car (new),5842,unknown/no savings account,>= 7 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,car or other,35,none,rent,2-3,skilled employee/official,3 or more,yes (under customer name),no,good,1
122,123,... < 0 DM,6,no credits taken/all credits paid back duly,furniture/equipment,2063,unknown/no savings account,< 1 yr,< 20,female : single,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,30,none,for free,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,2
123,124,... >= 200 DM / salary for at least 1 year,15,all credits at this bank paid back duly,furniture/equipment,1459,unknown/no savings account,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,43,none,rent,1,unskilled - resident,0 to 2,no,no,good,0
124,125,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,furniture/equipment,1213,100 <= ... <  500 DM,>= 7 yrs,< 20,male : married/widowed,none,4 <= ... < 7 yrs,car or other,47,stores,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
125,126,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,5103,unknown/no savings account,< 1 yr,20 <= ... < 25,female : single,none,4 <= ... < 7 yrs,real estate,47,none,own,4-5,skilled employee/official,0 to 2,yes (under customer name),no,good,1
126,127,... >= 200 DM / salary for at least 1 year,15,no credits taken/all credits paid back duly,radio/television,874,... >= 1000 DM,< 1 yr,< 20,female : non-single or male : single,none,< 1 yr,unknown / no property,24,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
127,128,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,car (used),2978,100 <= ... <  500 DM,1 <= ... < 4 yrs,>= 35,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,32,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,2
128,129,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,others,1820,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,female : single,none,1 <= ... < 4 yrs,car or other,30,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,2
129,130,... >= 200 DM / salary for at least 1 year,24,all credits at this bank paid back duly,furniture/equipment,2872,... <  100 DM,>= 7 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,unknown / no property,36,none,rent,1,skilled employee/official,3 or more,yes (under customer name),no,good,1
130,131,0<= ... < 200 DM,24,no credits taken/all credits paid back duly,car (used),1925,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
131,132,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,car (used),2515,unknown/no savings account,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,>= 7 yrs,unknown / no property,43,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
132,133,0<= ... < 200 DM,6,no credits taken/all credits paid back duly,car (used),2116,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,male : married/widowed,none,1 <= ... < 4 yrs,unknown / no property,41,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
133,134,... >= 200 DM / salary for at least 1 year,18,no credits taken/all credits paid back duly,furniture/equipment,1453,unknown/no savings account,< 1 yr,20 <= ... < 25,female : non-single or male : single,none,< 1 yr,unknown / no property,26,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
134,135,... >= 200 DM / salary for at least 1 year,10,no credits taken/all credits paid back duly,others,1364,unknown/no savings account,1 <= ... < 4 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,64,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
135,136,... >= 200 DM / salary for at least 1 year,6,no credits taken/all credits paid back duly,car (used),1543,500 <= ... < 1000 DM,1 <= ... < 4 yrs,< 20,male : divorced/separated,none,1 <= ... < 4 yrs,unknown / no property,33,none,rent,1,skilled employee/official,0 to 2,no,no,good,2
136,137,... < 0 DM,12,no credits taken/all credits paid back duly,others,1318,500 <= ... < 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,unknown / no property,54,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
137,138,no checking account,24,critical account/other credits elsewhere,others,2325,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,32,bank,rent,1,skilled employee/official,0 to 2,no,no,good,1
138,139,... < 0 DM,6,all credits at this bank paid back duly,vacation,932,... >= 1000 DM,4 <= ... < 7 yrs,>= 35,female : non-single or male : single,none,4 <= ... < 7 yrs,car or other,39,none,rent,2-3,unskilled - resident,0 to 2,no,no,good,0
139,140,0<= ... < 200 DM,24,all credits at this bank paid back duly,furniture/equipment,3148,... >= 1000 DM,1 <= ... < 4 yrs,20 <= ... < 25,male : married/widowed,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,31,none,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,1
140,141,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,furniture/equipment,3835,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,unknown / no property,45,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good,1
141,142,... >= 200 DM / salary for at least 1 year,9,no credits taken/all credits paid back duly,repairs,3832,... >= 1000 DM,>= 7 yrs,>= 35,male : married/widowed,none,>= 7 yrs,unknown / no property,64,none,rent,1,unskilled - resident,0 to 2,no,no,good,0
142,143,... < 0 DM,24,no credits taken/all credits paid back duly,furniture/equipment,5084,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,42,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,1
143,144,... >= 200 DM / salary for at least 1 year,9,all credits at this bank paid back duly,car (used),2406,unknown/no savings account,unemployed,25 <= ... < 35,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,31,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,no,no,good,2
144,145,... >= 200 DM / salary for at least 1 year,36,no credits taken/all credits paid back duly,furniture/equipment,2394,... >= 1000 DM,1 <= ... < 4 yrs,< 20,female : non-single or male : single,none,>= 7 yrs,building soc. savings agr./life insurance,25,none,rent,1,skilled employee/official,0 to 2,no,no,good,1
145,146,... >= 200 DM / salary for at least 1 year,21,no credits taken/all credits paid back duly,car (new),2476,... >= 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,unknown / no property,46,none,rent,1,manager/self-empl./highly qualif. employee,0 to 2,yes (under customer name),no,good,0
146,147,no checking account,24,no credits taken/all credits paid back duly,car (new),2964,... >= 1000 DM,>= 7 yrs,< 20,male : married/widowed,none,>= 7 yrs,real estate,49,bank,own,1,skilled employee/official,3 or more,yes (under customer name),no,good,0
147,148,no checking account,12,no credits taken/all credits paid back duly,car (used),1262,... >= 1000 DM,>= 7 yrs,25 <= ... < 35,male : divorced/separated,none,>= 7 yrs,car or other,49,none,rent,1,unskilled - resident,0 to 2,yes (under customer name),no,good,0
148,149,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,retraining,1542,unknown/no savings account,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,>= 7 yrs,building soc. savings agr./life insurance,36,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,0
149,150,... < 0 DM,24,all credits at this bank paid back duly,furniture/equipment,1743,unknown/no savings account,>= 7 yrs,< 20,male : married/widowed,none,1 <= ... < 4 yrs,car or other,48,none,rent,2-3,unskilled - resident,0 to 2,no,no,good,0
150,151,0<= ... < 200 DM,12,critical account/other credits elsewhere,furniture/equipment,409,500 <= ... < 1000 DM,1 <= ... < 4 yrs,20 <= ... < 25,female : non-single or male : single,none,4 <= ... < 7 yrs,unknown / no property,42,none,for free,2-3,skilled employee/official,0 to 2,no,no,good,0
151,152,... >= 200 DM / salary for at least 1 year,12,no credits taken/all credits paid back duly,furniture/equipment,2171,unknown/no savings account,< 1 yr,25 <= ... < 35,female : non-single or male : single,none,1 <= ... < 4 yrs,building soc. savings agr./life insurance,29,bank,rent,1,skilled employee/official,0 to 2,no,no,good,2
152,153,... >= 200 DM / salary for at least 1 year,48,all credits at this bank paid back duly,car (new),8858,... >= 1000 DM,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,< 1 yr,real estate,35,none,own,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,1
153,154,... < 0 DM,24,no credits taken/all credits paid back duly,others,3512,... <  100 DM,4 <= ... < 7 yrs,25 <= ... < 35,male : married/widowed,none,4 <= ... < 7 yrs,building soc. savings agr./life insurance,38,bank,rent,2-3,skilled employee/official,0 to 2,yes (under customer name),no,good,1
154,155,... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1158,100 <= ... <  500 DM,1 <= ... < 4 yrs,20 <= ... < 25,male : divorced/separated,none,< 1 yr,building soc. savings agr./life insurance,26,none,rent,1,skilled employee/official,0 to 2,yes (under customer name),no,good,2
